Position,Percentile,Height,Weight,Wingspan,Standing Reach,Hand Length,Hand Width,Standing Vert,Max Vert,Lane Agility,Shuttle,Sprint,Bench
Guard,0.28,73.0,183.572,77.25,97.0,8.25,8.8,28.0,34.0,11.3244,3.13,3.27,6.0
Guard,0.29,73.0,184.0,77.5,97.5,8.25,8.8,28.5,34.0,11.3,3.13,3.27,6.0
Guard,0.3,73.25,184.59,77.5,97.5,8.25,8.86,28.5,34.0,11.288,3.13,3.26,6.0
Guard,0.31,73.25,185.0,77.5,97.5,8.25,9.0,28.5,34.0,11.278799999999999,3.12,3.26,6.0
Guard,0.32,73.25,185.2,77.5,97.5,8.25,9.0,28.5,34.0,11.27,3.12,3.26,6.0
Guard,0.33,73.5,186.0,77.75,97.5,8.25,9.0,28.5,34.0,11.26,3.11,3.25,7.0
Guard,0.34,73.5,186.322,78.0,98.0,8.25,9.0,28.5,34.5,11.24,3.11,3.25,7.0
Guard,0.35000000000000003,73.5,186.91,78.0,98.0,8.25,9.0,29.0,34.5,11.228,3.104,3.25,7.0
Guard,0.36,73.5,187.0,78.0,98.0,8.25,9.0,29.0,34.5,11.21,3.1,3.25,7.0
Guard,0.37,73.75,187.842,78.0,98.0,8.25,9.0,29.0,34.5,11.2,3.1,3.24,7.0
Guard,0.38,73.75,188.508,78.25,98.0,8.25,9.0,29.0,34.64,11.1824,3.1,3.24,7.0
Guard,0.39,74.0,188.8,78.25,98.0,8.25,9.0,29.0,35.0,11.1572,3.1,3.2394000000000003,8.0
Guard,0.4,74.0,189.0,78.25,98.0,8.25,9.0,29.0,35.0,11.15,3.09,3.23,8.0
Guard,0.41000000000000003,74.0,189.51800000000003,78.5,98.5,8.25,9.0,29.0,35.0,11.13,3.09,3.23,8.0
Guard,0.42,74.0,190.0,78.5,98.5,8.5,9.0,29.0,35.0,11.121599999999999,3.08,3.22,8.0
Guard,0.43,74.25,190.238,78.5,98.5,8.5,9.0,29.5,35.0,11.12,3.08,3.22,8.0
Guard,0.44,74.25,191.0,78.74,98.5,8.5,9.0,29.5,35.0,11.12,3.08,3.22,8.0
Guard,0.45,74.25,191.4,78.75,98.5,8.5,9.0,29.5,35.5,11.106,3.07,3.22,8.0
Guard,0.46,74.282,191.8,78.8,98.82,8.5,9.0,29.5,35.5,11.1,3.0624,3.21,8.560000000000002
Guard,0.47000000000000003,74.5,192.2,79.0,99.0,8.5,9.0,29.5,35.5,11.0856,3.05,3.21,9.0
Guard,0.48,74.5,192.768,79.0,99.0,8.5,9.0,29.5,35.5,11.070400000000001,3.05,3.21,9.0
Guard,0.49,74.5,193.0,79.0,99.0,8.5,9.0,30.0,35.5,11.07,3.0356,3.2,9.0
Guard,0.5,74.5,193.1,79.0,99.0,8.5,9.0,30.0,36.0,11.06,3.03,3.2,9.0
Guard,0.51,74.75,194.0,79.0,99.0,8.5,9.3,30.0,36.0,11.04,3.0244,3.2,9.0
Guard,0.52,74.75,194.0,79.25,99.5,8.5,9.3,30.0,36.0,11.029599999999999,3.02,3.2,9.0
Guard,0.53,75.0,194.449,79.25,99.5,8.5,9.3,30.0,36.0,11.01,3.02,3.2,9.580000000000013
Guard,0.54,75.0,194.764,79.25,99.5,8.5,9.3,30.0,36.120000000000005,11.0,3.0176,3.2,10.0
Guard,0.55,75.0,195.2,79.25,99.5,8.5,9.3,30.0,36.5,11.0,3.01,3.2,10.0
Guard,0.56,75.0,195.6,79.5,99.5,8.5,9.3,30.5,36.5,11.0,3.0,3.19,10.0
Guard,0.5700000000000001,75.0,196.0,79.5,99.5,8.5,9.3,30.5,36.5,11.0,3.0,3.19,10.0
Guard,0.58,75.0,196.2,79.5,100.0,8.5,9.3,30.5,36.5,11.0,3.0,3.19,10.0
Guard,0.59,75.0,196.494,79.5,100.0,8.5,9.3,30.5,36.5,10.99,3.0,3.19,10.0
Guard,0.6,75.25,197.0,79.75,100.0,8.5,9.3,30.5,36.5,10.98,3.0,3.18,10.0
Guard,0.61,75.25,197.226,79.75,100.0,8.5,9.3,30.5,37.0,10.972800000000001,3.0,3.18,10.0
Guard,0.62,75.25,197.892,79.81599999999999,100.0,8.5,9.3,30.5,37.0,10.97,3.0,3.18,10.0
Guard,0.63,75.25,198.0,80.0,100.0,8.5,9.5,31.0,37.0,10.96,3.0,3.18,11.0
Guard,0.64,75.25,198.4,80.0,100.5,8.5,9.5,31.0,37.0,10.9572,3.0,3.17,11.0
Guard,0.65,75.5,199.0,80.0,100.5,8.5,9.5,31.0,37.0,10.95,3.0,3.17,11.0
Guard,0.66,75.5,199.0,80.0,100.5,8.5,9.5,31.0,37.5,10.94,3.0,3.17,11.0
Guard,0.67,75.5,199.4,80.19500000000001,100.5,8.5,9.5,31.0,37.5,10.93,3.0,3.16,11.0
Guard,0.68,75.5,200.0,80.25,100.5,8.5,9.5,31.5,37.5,10.9,2.99,3.16,12.0
Guard,0.6900000000000001,75.61500000000001,200.6,80.25,100.5,8.5,9.5,31.5,37.5,10.89,2.98,3.15,12.0
Guard,0.7000000000000001,75.75,201.0,80.5,101.0,8.5,9.5,31.5,37.5,10.87,2.98,3.15,12.0
Guard,0.71,75.75,201.68599999999998,80.5,101.0,8.5,9.5,31.5,37.5,10.87,2.98,3.15,12.0
Guard,0.72,75.774,202.0,80.61999999999999,101.0,8.75,9.5,31.5,38.0,10.855599999999999,2.97,3.15,12.0
Guard,0.73,76.0,202.4,80.75,101.0,8.75,9.5,31.5,38.0,10.84,2.9612,3.14,13.0
Guard,0.74,76.0,202.88400000000001,80.75,101.0,8.75,9.5,31.5,38.0,10.82,2.9556,3.14,13.0
Guard,0.75,76.0,203.2,81.0,101.0,8.75,9.5,32.0,38.0,10.82,2.95,3.135,13.0
Guard,0.76,76.0,204.0,81.0,101.5,8.75,9.5,32.0,38.28,10.81,2.93,3.13,13.0
Guard,0.77,76.0,204.0,81.0,101.5,8.75,9.5,32.0,38.5,10.7996,2.92,3.1242,13.0
Guard,0.78,76.25,204.6,81.0,101.5,8.75,9.5,32.0,38.5,10.78,2.92,3.12,13.0
Guard,0.79,76.25,205.0,81.0,101.5,8.75,9.5,32.0,38.5,10.77,2.92,3.11,13.0
Guard,0.8,76.25,205.68,81.25,102.0,8.75,9.5,32.5,38.5,10.76,2.91,3.11,14.0
Guard,0.81,76.25,206.4,81.25,102.0,8.75,9.8,32.5,39.0,10.75,2.9064,3.1026,14.0
Guard,0.8200000000000001,76.3,207.0,81.47,102.0,8.75,9.8,32.5,39.0,10.74,2.9,3.1,14.0
Guard,0.8300000000000001,76.5,207.75600000000003,81.5,102.0,8.75,9.8,32.5,39.0,10.72,2.9,3.1,14.0
Guard,0.84,76.5,208.544,81.5,102.0,8.75,9.8,32.5,39.5,10.7,2.9,3.1,14.0
Guard,0.85,76.5,209.2,81.75,102.5,8.75,9.8,33.0,39.5,10.68,2.89,3.09,15.0
Guard,0.86,76.5,210.0,82.0,102.5,9.0,9.8,33.0,40.0,10.66,2.88,3.08,15.0
Guard,0.87,76.5,210.542,82.0,102.5,9.0,9.8,33.0,40.0,10.64,2.87,3.08,15.0
Guard,0.88,76.75,211.808,82.0,102.5,9.0,9.8,33.0,40.140000000000015,10.63,2.8672,3.07,15.0
Guard,0.89,76.75,212.148,82.25,103.0,9.0,9.8,33.36500000000001,40.5,10.6,2.8516,3.07,15.0
Guard,0.9,76.75,213.0,82.3,103.0,9.0,10.0,33.5,40.5,10.59,2.84,3.07,16.0
Guard,0.91,77.0,213.806,82.5,103.0,9.0,10.0,33.5,40.5,10.57,2.8207999999999998,3.06,16.0
Guard,0.92,77.0,215.0,82.5,103.13999999999999,9.0,10.0,33.5,41.0,10.541599999999999,2.8047999999999997,3.04,16.0
Guard,0.93,77.25,216.138,82.905,103.5,9.0,10.0,34.0,41.04000000000002,10.53,2.7492,3.0277999999999996,17.0
Guard,0.9400000000000001,77.25,217.2,83.0,103.5,9.0,10.0,34.29000000000002,41.5,10.49,2.7,3.0,17.0
Guard,0.9500000000000001,77.3,218.0,83.25,103.5,9.0,10.0,34.5,42.0,10.475999999999999,2.64,3.0,17.0
Guard,0.96,77.5,220.56799999999998,83.25,104.0,9.0,10.3,34.5,42.0,10.45,2.5216000000000007,3.0,17.0
Guard,0.97,77.75,222.0,83.5,104.0,9.0,10.3,35.0,42.15999999999997,10.42,2.49,3.0,18.0
Guard,0.98,78.0,223.27200000000002,84.0,104.5,9.045000000000002,10.336000000000002,35.5,43.0,10.351599999999998,2.4612,3.0,19.0
Guard,0.99,78.283,225.534,84.75,105.32999999999998,9.25,10.5,36.714999999999975,43.5,10.178799999999997,2.4168000000000003,3.0,21.139999999999986
