Position,Draft,Percentile,Height,Weight,Wingspan,Standing Reach,Hand Length,Hand Width,Standing Vert,Max Vert,Lane Agility,Shuttle,Sprint,Bench
Forward,FIRST ROUND,0.16,77.29,203.32,81.2,102.5,8.5,9,27,33.5,11.5604,3.24,3.34,5
Forward,FIRST ROUND,0.17,77.47,205.44,81.25,102.5,8.5,9,27,33.5,11.4971,3.2325,3.3357,5
Forward,FIRST ROUND,0.18,77.5,205.98,81.295,102.5,8.5,9,27,33.61,11.4734,3.225,3.33,5
Forward,FIRST ROUND,0.19,77.5,207.14,81.49,102.975,8.5,9,27.005,34,11.45,3.22,3.33,5
Forward,FIRST ROUND,0.2,77.5,208.2,81.5,103,8.5,9,27.4,34,11.45,3.22,3.33,5
Forward,FIRST ROUND,0.21,77.75,208.41,81.5,103,8.5,9,27.5,34,11.4323,3.1975,3.3241,5
Forward,FIRST ROUND,0.22,77.755,208.62,81.525,103,8.5,9,27.5,34.19,11.3972,3.17,3.32,5
Forward,FIRST ROUND,0.23,77.8,208.8,81.75,103,8.5,9,27.5,34.5,11.36,3.15,3.32,5
Forward,FIRST ROUND,0.24,77.84,208.88,81.75,103,8.5,9,27.5,34.5,11.36,3.15,3.32,5
Forward,FIRST ROUND,0.25,78,209.3,81.75,103.125,8.5,9,27.5,34.5,11.3375,3.1425,3.3125,5
Forward,FIRST ROUND,0.26,78,209.84,81.825,103.5,8.5,9.09,27.77,34.5,11.3138,3.14,3.31,5.02
Forward,FIRST ROUND,0.27,78,210.54,82,103.5,8.5,9.3,28,34.665,11.2901,3.14,3.3067,5.29
Forward,FIRST ROUND,0.28,78,211.36,82.1,103.7,8.5,9.3,28,35,11.2676,3.14,3.3,5.56
Forward,FIRST ROUND,0.29,78.1125,212.29,82.25,104,8.5,9.3,28,35,11.2518,3.11,3.3,5.83
Forward,FIRST ROUND,0.3,78.25,212.5,82.25,104,8.5,9.3,28,35,11.222,3.1,3.3,6.1
Forward,FIRST ROUND,0.31,78.25,212.71,82.2775,104,8.5,9.3,28.245,35.245,11.21,3.1,3.2951,6.37
Forward,FIRST ROUND,0.32,78.25,213.28,82.3,104,8.65,9.3,28.5,35.5,11.21,3.1,3.29,6.64
Forward,FIRST ROUND,0.33,78.2825,213.6,82.5925,104.325,8.75,9.3,28.5,35.5,11.2093,3.0925,3.2893,6.91
Forward,FIRST ROUND,0.34,78.3,213.88,82.925,104.5,8.75,9.3,28.5,35.5,11.2014,3.09,3.2814,7.18
Forward,FIRST ROUND,0.35,78.45,214.45,83,104.5,8.75,9.3,28.5,35.5,11.2,3.085,3.28,7.45
Forward,FIRST ROUND,0.36,78.5,214.92,83,104.5,8.75,9.46,28.72,35.5,11.1868,3.07,3.28,7.72
Forward,FIRST ROUND,0.37,78.5,215,83,104.5,8.75,9.5,29,35.5,11.1677,3.0625,3.2777,7.99
Forward,FIRST ROUND,0.38,78.5,215.9,83,104.5,8.75,9.5,29,35.5,11.1598,3.055,3.27,8
Forward,FIRST ROUND,0.39,78.5,216.76,83.2375,104.5,8.75,9.5,29,35.5,11.1519,3.05,3.27,8
Forward,FIRST ROUND,0.4,78.5,216.8,83.25,104.5,8.75,9.5,29,35.5,11.15,3.05,3.27,8
Forward,FIRST ROUND,0.41,78.5125,217.43,83.5,105,8.75,9.5,29,35.695,11.1422,3.0425,3.27,8
Forward,FIRST ROUND,0.42,78.75,218.02,83.5,105,8.75,9.5,29,36,11.13,3.04,3.27,8
Forward,FIRST ROUND,0.43,78.75,218.26,83.5,105,8.75,9.5,29,36,11.13,3.035,3.27,8
Forward,FIRST ROUND,0.44,78.75,218.6,83.5,105,8.75,9.5,29,36,11.1148,3.02,3.2624,8
Forward,FIRST ROUND,0.45,78.7625,218.8,83.5625,105,8.75,9.5,29.275,36,11.11,3.02,3.26,8
Forward,FIRST ROUND,0.46,78.86,219.61,83.75,105.15,8.75,9.5,29.5,36,11.1066,3.01,3.2566,8
Forward,FIRST ROUND,0.47,79,220.135,83.75,105.5,8.75,9.5,29.5,36,11.1,3,3.25,8
Forward,FIRST ROUND,0.48,79,220.2,83.75,105.5,8.75,9.5,29.5,36,11.1,3,3.25,8
Forward,FIRST ROUND,0.49,79.1125,220.29,83.75,105.5,8.75,9.5,29.5,36,11.1,3,3.25,8.23
Forward,FIRST ROUND,0.5,79.25,220.7,83.775,105.5,8.75,9.5,29.5,36.25,11.095,3,3.25,8.5
Forward,FIRST ROUND,0.51,79.3875,221.22,83.91,105.775,8.75,9.5,29.5,36.5,11.0871,3,3.2471,8.77
Forward,FIRST ROUND,0.52,79.5,221.64,84,106,8.75,9.5,29.5,36.5,11.08,3,3.24,9.04
Forward,FIRST ROUND,0.53,79.5,221.8,84,106,8.75,9.5,29.5,36.5,11.08,3,3.24,9.31
Forward,FIRST ROUND,0.54,79.5,222.22,84,106,8.925,9.5,29.83,36.5,11.047,3,3.2268,9.58
Forward,FIRST ROUND,0.55,79.5,222.55,84,106,9,9.5,30,36.5,11.0255,3,3.22,9.85
Forward,FIRST ROUND,0.56,79.5,222.76,84,106.4,9,9.74,30,36.5,11.0152,3,3.2176,10
Forward,FIRST ROUND,0.57,79.7125,223.65,84,106.5,9,9.8,30.015,36.5,11,3,3.2097,10
Forward,FIRST ROUND,0.58,79.75,223.8,84,106.5,9,9.8,30.41,36.5,11,3,3.2018,10
Forward,FIRST ROUND,0.59,79.75,224.18,84.2375,106.5,9,9.8,30.5,36.5,11,2.9975,3.2,10
Forward,FIRST ROUND,0.6,79.75,224.6,84.25,106.5,9,9.8,30.5,36.5,11,2.99,3.2,10
Forward,FIRST ROUND,0.61,79.75,225.21,84.2625,106.5,9,9.8,30.5,36.595,11,2.99,3.2,10
Forward,FIRST ROUND,0.62,79.755,225.46,84.5,106.55,9,9.8,30.5,36.99,11,2.99,3.2,10
Forward,FIRST ROUND,0.63,79.8,226.06,84.5,107,9,9.8,30.5,37,11,2.9875,3.2,10
Forward,FIRST ROUND,0.64,79.84,226.44,84.5,107,9,9.8,30.78,37,10.9944,2.98,3.2,10
Forward,FIRST ROUND,0.65,80,226.75,84.5625,107,9,9.85,31,37.175,10.99,2.9725,3.2,10
Forward,FIRST ROUND,0.66,80,227.86,84.75,107.15,9,10,31,37.5,10.9858,2.97,3.2,10
Forward,FIRST ROUND,0.67,80,229.645,84.7675,107.5,9,10,31,37.5,10.9621,2.9675,3.2,10.09
Forward,FIRST ROUND,0.68,80,230.22,84.88,107.5,9,10,31,37.5,10.9456,2.96,3.1928,10.36
Forward,FIRST ROUND,0.69,80.1125,230.49,85,107.5,9,10,31,37.5,10.94,2.9525,3.1849,10.63
Forward,FIRST ROUND,0.7,80.25,230.7,85,107.5,9,10,31,37.65,10.931,2.945,3.18,10.9
Forward,FIRST ROUND,0.71,80.25,231.02,85.1375,107.5,9,10,31,38,10.9082,2.94,3.1773,11.17
Forward,FIRST ROUND,0.72,80.25,231.68,85.4,107.5,9,10,31,38,10.8924,2.94,3.1536,11.44
Forward,FIRST ROUND,0.73,80.25,232.13,85.5,107.5,9,10,31.335,38,10.89,2.94,3.15,11.71
Forward,FIRST ROUND,0.74,80.25,232.34,85.675,107.5,9,10,31.73,38,10.89,2.935,3.1454,11.98
Forward,FIRST ROUND,0.75,80.2875,232.85,85.75,107.5,9,10,32,38,10.8875,2.93,3.135,12
Forward,FIRST ROUND,0.76,80.3,233.8,85.95,107.9,9,10,32,38,10.878,2.93,3.12,12
Forward,FIRST ROUND,0.77,80.47,234,86,108,9,10,32,38,10.8385,2.915,3.12,12
Forward,FIRST ROUND,0.78,80.725,234.36,86,108,9,10,32.31,38,10.8238,2.91,3.12,12.06
Forward,FIRST ROUND,0.79,80.75,234.97,86,108,9,10,32.5,38,10.8159,2.9075,3.12,12.33
Forward,FIRST ROUND,0.8,80.75,236.8,86,108,9.25,10,32.6,38.1,10.81,2.9,3.12,12.6
Forward,FIRST ROUND,0.81,80.81,238.215,86.25,108,9.25,10.015,32.995,38.495,10.81,2.9,3.12,12.87
Forward,FIRST ROUND,0.82,81,238.51,86.25,108,9.25,10.3,33,38.5,10.7788,2.895,3.1044,13.14
Forward,FIRST ROUND,0.83,81,238.6,86.25,108,9.25,10.3,33,38.785,10.7586,2.8875,3.0943,13.41
Forward,FIRST ROUND,0.84,81,238.72,86.25,108.1,9.25,10.3,33,39,10.7392,2.88,3.0828,13.68
Forward,FIRST ROUND,0.85,81.0625,239.45,86.3125,108.5,9.25,10.3,33,39,10.717,2.85,3.0685,13.95
Forward,FIRST ROUND,0.86,81.25,240.5,86.575,108.65,9.25,10.3,33,39,10.7012,2.83,3.0606,14
Forward,FIRST ROUND,0.87,81.25,241.27,86.75,109,9.25,10.3,33.365,39,10.7,2.8175,3.0527,14
Forward,FIRST ROUND,0.88,81.25,241.56,86.85,109,9.25,10.3,33.76,39.26,10.6948,2.81,3.024,14
Forward,FIRST ROUND,0.89,81.3625,241.89,87,109.225,9.25,10.3,34,39.5,10.6745,2.8025,3,14.03
Forward,FIRST ROUND,0.9,81.625,243.8,87,109.5,9.25,10.4,34,39.5,10.64,2.8,3,14.3
Forward,FIRST ROUND,0.91,81.8875,245.93,87,109.5,9.25,10.5,34,39.5,10.64,2.8,3,14.57
Forward,FIRST ROUND,0.92,82,246.56,87,109.5,9.25,10.5,34,39.84,10.6196,2.8,3,14.84
Forward,FIRST ROUND,0.93,82.1625,246.995,87.1625,109.825,9.25,10.5,34.235,40.235,10.6006,2.8,3,15.44
Forward,FIRST ROUND,0.94,82.25,248.15,87.25,110,9.425,10.5,34.63,40.5,10.5874,2.795,3,16.52
Forward,FIRST ROUND,0.95,82.4375,249.425,87.25,110.375,9.5,10.5,35,40.5,10.579,2.7825,3,17.6
Forward,FIRST ROUND,0.96,82.5,251.38,87.45,110.5,9.5,10.74,35,40.5,10.5632,2.76,3,18.68
Forward,FIRST ROUND,0.97,82.7125,252.14,87.5,110.5,9.5,10.8,35.63,41.13,10.56,2.76,3,19.19
Forward,FIRST ROUND,0.98,83.2,253.64,87.95,110.5,9.725,10.8,36.63,42.13,10.539,2.74,3,19.46
Forward,FIRST ROUND,0.99,83.725,256.08,88,110.975,9.75,10.99,37.605,43,10.489,2.61,3,19.73
Forward,LOTTERY,0,75.5,179.2,77,99.5,8,8.3,23.5,28,12.94,3.53,3.57,0
Forward,LOTTERY,0.01,76,187.672,78.225,100,8,8.3,24.53,29.03,12.7094,3.5012,3.53,0
Forward,LOTTERY,0.02,76,188.288,79.25,100.18,8,8.372,25,29.56,12.6976,3.4816,3.5288,0
Forward,LOTTERY,0.03,76,189.448,79.277,100.5,8,8.5,25,30.09,12.671,3.4008,3.5182,0
Forward,LOTTERY,0.04,76,190.576,79.444,100.5,8,8.5,25.12,30.62,12.594,3.3816,3.5076,0
Forward,LOTTERY,0.05,76.45,191.52,79.725,100.5,8.225,8.5,25.65,31,12.456,3.38,3.497,0
Forward,LOTTERY,0.06,76.5,191.696,80,101,8.25,8.524,26,31,12.3352,3.3572,3.49,0.8
Forward,LOTTERY,0.07,76.5,192.904,80,101.13,8.25,8.8,26,31.21,12.2074,3.3212,3.4858,1.6
Forward,LOTTERY,0.08,76.5,193.904,80,101.5,8.25,8.8,26,31.5,12.19,3.3032,3.4752,2.2
Forward,LOTTERY,0.09,76.5,195.296,80.155,101.5,8.25,8.8,26.27,31.77,12.1144,3.3,3.4646,2.6
Forward,LOTTERY,0.1,76.5,195.76,80.65,101.5,8.45,8.8,26.5,32,12.02,3.3,3.448,3
Forward,LOTTERY,0.11,76.745,195.996,80.995,101.99,8.5,8.8,26.5,32,12,3.2944,3.44,3.4
Forward,LOTTERY,0.12,76.75,196.632,81,102,8.5,8.8,26.5,32,11.9424,3.2848,3.4328,3.8
Forward,LOTTERY,0.13,76.75,196.868,81,102,8.5,8.868,26.5,32,11.9044,3.28,3.43,4
Forward,LOTTERY,0.14,76.75,197.624,81.13,102,8.5,9,26.92,32,11.8916,3.2712,3.4048,4
Forward,LOTTERY,0.15,76.925,198.34,81.25,102,8.5,9,27,32,11.854,3.256,3.382,4
Forward,LOTTERY,0.16,77,198.576,81.25,102.44,8.5,9,27,32,11.8308,3.25,3.38,4.4
Forward,LOTTERY,0.17,77.015,201.284,81.28,102.5,8.5,9,27,32.01,11.8196,3.25,3.37,4.8
Forward,LOTTERY,0.18,77.25,202.696,81.75,102.5,8.5,9,27,32.5,11.7968,3.25,3.37,5
Forward,LOTTERY,0.19,77.25,203,81.75,102.71,8.5,9,27,32.5,11.7544,3.2476,3.37,5
Forward,LOTTERY,0.2,77.28,203.12,81.75,103,8.5,9,27.1,32.5,11.716,3.238,3.368,5
Forward,LOTTERY,0.21,77.3,203.824,81.789,103,8.5,9,27.5,32.5,11.6974,3.23,3.36,5
Forward,LOTTERY,0.22,77.492,204.576,81.8,103,8.5,9,27.5,32.66,11.6772,3.23,3.36,5
Forward,LOTTERY,0.23,77.5,204.856,82,103,8.5,9,27.5,33,11.6462,3.23,3.36,5
Forward,LOTTERY,0.24,77.5,205.2,82,103,8.5,9,27.72,33,11.64,3.2296,3.3556,5
Forward,LOTTERY,0.25,77.5,205.5,82,103,8.5,9,28,33,11.635,3.22,3.345,5
Forward,LOTTERY,0.26,77.5,206.072,82,103,8.5,9,28,33,11.6188,3.2104,3.34,5.4
Forward,LOTTERY,0.27,77.5,206.2,82,103,8.5,9,28.31,33,11.6038,3.21,3.3338,5.8
Forward,LOTTERY,0.28,77.51,206.4,82.01,103.5,8.5,9,28.5,33,11.5796,3.21,3.33,6.2
Forward,LOTTERY,0.29,77.75,206.884,82.261,103.5,8.5,9,28.5,33,11.5478,3.2016,3.3226,6.6
Forward,LOTTERY,0.3,77.75,208.68,82.38,103.5,8.6,9.12,28.5,33.4,11.532,3.2,3.32,7
Forward,LOTTERY,0.31,77.75,209.148,82.5,103.5,8.75,9.3,28.5,33.5,11.5128,3.2,3.32,7.4
Forward,LOTTERY,0.32,77.75,209.552,82.69,103.5,8.75,9.3,28.5,33.5,11.4916,3.2,3.3108,7.8
Forward,LOTTERY,0.33,77.75,210.916,82.75,103.5,8.75,9.3,28.5,33.5,11.4802,3.2,3.3002,8
Forward,LOTTERY,0.34,77.75,211.424,82.75,103.5,8.75,9.3,28.52,34,11.48,3.2,3.3,8
Forward,LOTTERY,0.35,77.765,211.6,82.75,103.5,8.75,9.3,29,34.05,11.479,3.194,3.3,8
Forward,LOTTERY,0.36,77.896,211.6,82.75,103.5,8.75,9.3,29,34.5,11.4684,3.1844,3.3,8
Forward,LOTTERY,0.37,78,211.864,82.915,103.83,8.75,9.3,29,34.61,11.4534,3.1748,3.2978,8
Forward,LOTTERY,0.38,78,212.168,83,104,8.75,9.3,29,35,11.43,3.17,3.29,8.2
Forward,LOTTERY,0.39,78,212.8,83,104,8.75,9.3,29,35,11.4266,3.17,3.29,8.6
Forward,LOTTERY,0.4,78,213,83,104,8.75,9.3,29.2,35,11.412,3.162,3.29,9
Forward,LOTTERY,0.41,78.095,213.876,83.095,104.19,8.75,9.3,29.5,35,11.3954,3.15,3.2854,9
Forward,LOTTERY,0.42,78.25,214,83.25,104.5,8.75,9.3,29.5,35,11.39,3.15,3.28,9
Forward,LOTTERY,0.43,78.25,214.296,83.25,104.5,8.75,9.3,29.5,35,11.3842,3.1472,3.2742,9
Forward,LOTTERY,0.44,78.296,214.584,83.25,104.5,8.75,9.3,29.5,35,11.3736,3.14,3.27,9
Forward,LOTTERY,0.45,78.5,215.52,83.255,104.5,8.75,9.3,29.5,35,11.363,3.138,3.263,9
Forward,LOTTERY,0.46,78.5,216.768,83.356,104.5,8.75,9.3,29.5,35,11.3524,3.13,3.26,9
Forward,LOTTERY,0.47,78.5,217.66,83.5,104.5,8.75,9.3,29.91,35,11.35,3.1288,3.26,9
Forward,LOTTERY,0.48,78.5,218.328,83.5,104.82,8.75,9.428,30,35.44,11.306,3.12,3.2512,9
Forward,LOTTERY,0.49,78.5,218.564,83.705,105,8.955,9.5,30,35.5,11.2906,3.1192,3.25,9
Forward,LOTTERY,0.5,78.75,218.6,83.75,105,9,9.5,30,35.5,11.28,3.1,3.25,9
Forward,LOTTERY,0.51,78.759,218.672,83.759,105,9,9.5,30.03,35.5,11.28,3.1,3.25,9.8
Forward,LOTTERY,0.52,78.872,219.072,83.8,105,9,9.5,30.5,35.56,11.2788,3.0908,3.25,10.6
Forward,LOTTERY,0.53,79,219.416,83.908,105,9,9.5,30.5,36,11.2682,3.09,3.25,11
Forward,LOTTERY,0.54,79,219.6,84,105,9,9.5,30.5,36,11.26,3.0816,3.25,11
Forward,LOTTERY,0.55,79,219.6,84,105,9,9.5,30.5,36,11.26,3.08,3.247,11
Forward,LOTTERY,0.56,79,219.832,84,105.04,9,9.5,30.68,36,11.2564,3.08,3.24,11.4
Forward,LOTTERY,0.57,79,220.252,84.065,105.5,9,9.5,31,36,11.2458,3.0728,3.2358,11.8
Forward,LOTTERY,0.58,79,220.576,84.25,105.5,9,9.5,31,36,11.24,3.07,3.2252,12
Forward,LOTTERY,0.59,79.155,221.296,84.25,105.5,9,9.5,31,36,11.24,3.0572,3.2146,12
Forward,LOTTERY,0.6,79.25,221.6,84.25,105.9,9,9.5,31,36,11.24,3.05,3.21,12
Forward,LOTTERY,0.61,79.25,222.776,84.25,106,9,9.5,31,36.33,11.2268,3.05,3.21,12
Forward,LOTTERY,0.62,79.25,223.096,84.258,106,9,9.548,31,36.5,11.2056,3.0448,3.2028,12
Forward,LOTTERY,0.63,79.25,223.668,84.368,106,9,9.8,31,36.5,11.2,3.04,3.2,12
Forward,LOTTERY,0.64,79.25,223.8,84.5,106,9,9.8,31,36.5,11.2,3.04,3.2,12
Forward,LOTTERY,0.65,79.25,223.8,84.5,106,9,9.8,31,36.5,11.182,3.036,3.2,12
Forward,LOTTERY,0.66,79.294,224.328,84.5,106,9,9.8,31,36.5,11.18,3.03,3.2,12.4
Forward,LOTTERY,0.67,79.5,228.06,84.765,106.5,9,9.8,31.5,36.51,11.16,3.03,3.1898,12.8
Forward,LOTTERY,0.68,79.5,229.048,85,106.5,9,9.8,31.5,37,11.16,3.03,3.18,13
Forward,LOTTERY,0.69,79.5,229.452,85,106.5,9,9.8,31.5,37,11.1586,3.0252,3.18,13
Forward,LOTTERY,0.7,79.5,230.04,85.15,106.5,9,9.8,31.5,37,11.15,3.008,3.18,13
Forward,LOTTERY,0.71,79.695,230.2,85.25,106.5,9,9.8,31.5,37,11.1474,3,3.1774,13
Forward,LOTTERY,0.72,79.75,230.2,85.25,106.5,9,9.8,31.5,37.16,11.14,3,3.17,13
Forward,LOTTERY,0.73,79.785,230.2,85.5,107,9,9.8,31.5,37.5,11.1286,3,3.17,13
Forward,LOTTERY,0.74,80,230.392,85.5,107,9,9.864,31.5,37.5,11.1056,3,3.17,13
Forward,LOTTERY,0.75,80.125,231,85.5,107,9,10,31.5,37.5,11.095,3,3.17,13
Forward,LOTTERY,0.76,80.25,231.608,85.67,107,9,10,31.78,37.5,11.0732,3,3.17,13.8
Forward,LOTTERY,0.77,80.25,231.972,85.75,107,9.215,10,32,37.81,11.0352,3,3.1638,14.6
Forward,LOTTERY,0.78,80.25,232,85.752,107.02,9.25,10,32,38,11.02,3,3.1532,15
Forward,LOTTERY,0.79,80.261,232.352,85.844,107.5,9.25,10,32,38,11.02,3,3.15,15
Forward,LOTTERY,0.8,80.38,233.92,86,107.5,9.25,10,32,38,11.004,3,3.134,15
Forward,LOTTERY,0.81,80.5,235.56,86,107.5,9.25,10,32.43,38,11,2.9924,3.1042,15
Forward,LOTTERY,0.82,80.69,237.008,86,107.88,9.25,10,32.5,38,11,2.99,3.1,15
Forward,LOTTERY,0.83,80.75,237.576,86,108,9.25,10,32.5,38,11,2.9832,3.1,15
Forward,LOTTERY,0.84,80.75,238,86,108,9.25,10,32.52,38.5,10.9896,2.9672,3.08,15
Forward,LOTTERY,0.85,80.75,238.18,86,108,9.25,10,33,38.55,10.979,2.96,3.079,15
Forward,LOTTERY,0.86,80.75,239.176,86.12,108.24,9.25,10,33,39,10.9652,2.9488,3.0684,15
Forward,LOTTERY,0.87,80.783,240.328,86.25,108.5,9.25,10.198,33,39.11,10.9312,2.9244,3.0556,15
Forward,LOTTERY,0.88,80.968,241.272,86.46,108.5,9.25,10.3,33,39.5,10.8944,2.9052,3.04,15.2
Forward,LOTTERY,0.89,81,242.404,86.505,109,9.25,10.3,33,39.67,10.863,2.9,3.0332,15.6
Forward,LOTTERY,0.9,81.05,242.64,86.8,109,9.25,10.3,33.2,40,10.83,2.892,3.012,16
Forward,LOTTERY,0.91,81.25,242.876,87.095,109,9.25,10.3,33.5,40,10.8024,2.8764,3,16
Forward,LOTTERY,0.92,81.25,245.688,87.25,109,9.25,10.3,33.76,40.26,10.7596,2.8668,3,16
Forward,LOTTERY,0.93,81.287,248.688,87.25,109,9.435,10.3,34,40.5,10.7442,2.8516,3,16
Forward,LOTTERY,0.94,81.484,249.552,87.48,109.46,9.5,10.484,34.32,40.5,10.7144,2.8276,3,16
Forward,LOTTERY,0.95,81.525,252.5,88.275,110,9.5,10.5,34.85,40.85,10.651,2.806,3,16
Forward,LOTTERY,0.96,81.89,253.568,88.57,110,9.5,10.5,35.38,41.38,10.63,2.7356,3,16.8
Forward,LOTTERY,0.97,82.503,254.184,88.98,110,9.5,10.5,35.91,41.91,10.63,2.6564,3,17.6
Forward,LOTTERY,0.98,83.248,259.776,89.25,110.32,9.66,10.692,36.44,42,10.586,2.6252,3,18.2
Forward,LOTTERY,0.99,84.115,265.834,89.865,112.14,9.955,10.964,36.97,42.94,10.4578,2.5668,3,18.6
Guard,FIRST ROUND,0,70.25,0,70.75,89.5,7.5,7.5,24.5,29.5,12.13,3.7,4,0
Guard,FIRST ROUND,0.01,71.0375,167.104,75.0125,93.025,7.51,8.012,25.22,30.58,12.0377,3.566,3.645,0.24
Guard,FIRST ROUND,0.02,71.75,169.696,75.25,93.7,7.75,8.3,25.5,31.22,11.9454,3.4694,3.4706,0.48
Guard,FIRST ROUND,0.03,71.7875,171.328,75.2575,95.575,7.78,8.324,25.58,31.66,11.8661,3.4095,3.4261,0.72
Guard,FIRST ROUND,0.04,72.1,175.584,75.34,96.1,8,8.5,25.94,32.38,11.8448,3.376,3.4048,0.96
Guard,FIRST ROUND,0.05,72.5,177.64,75.625,96.5,8,8.5,26.3,32.8,11.708,3.3495,3.367,1
Guard,FIRST ROUND,0.06,72.5,177.944,76,96.5,8,8.5,26.66,33,11.587,3.3294,3.3348,1
Guard,FIRST ROUND,0.07,72.5,178.848,76.0875,96.675,8,8.5,27,33.02,11.5515,3.3093,3.3206,1
Guard,FIRST ROUND,0.08,72.5,180,76.47,97,8,8.5,27,33.38,11.5364,3.2928,3.32,1
Guard,FIRST ROUND,0.09,72.6125,180.324,76.89,97,8,8.5,27.24,33.74,11.5027,3.2791,3.32,1
Guard,FIRST ROUND,0.1,72.875,181.1,77,97,8,8.5,27.5,34,11.459,3.259,3.318,1
Guard,FIRST ROUND,0.11,73.1375,181.444,77.1375,97,8,8.5,27.5,34,11.4519,3.2389,3.3038,1
Guard,FIRST ROUND,0.12,73.28,181.548,77.4,97.3,8,8.5,27.82,34,11.424,3.2196,3.2948,1
Guard,FIRST ROUND,0.13,73.625,182.224,77.5,97.5,8,8.5,28,34,11.3954,3.2129,3.2877,1.12
Guard,FIRST ROUND,0.14,73.94,182.912,77.85,97.5,8,8.5,28,34,11.3812,3.2062,3.2806,1.36
Guard,FIRST ROUND,0.15,74,183.12,78,97.5,8,8.5,28,34,11.341,3.2,3.28,1.6
Guard,FIRST ROUND,0.16,74,183.968,78.2,97.5,8.16,8.5,28,34.26,11.3128,3.2,3.2764,1.84
Guard,FIRST ROUND,0.17,74,184.536,78.25,97.925,8.25,8.5,28.24,34.5,11.2979,3.2,3.27,2
Guard,FIRST ROUND,0.18,74.225,184.744,78.475,98,8.25,8.5,28.96,34.5,11.2766,3.1982,3.27,2
Guard,FIRST ROUND,0.19,74.25,184.952,78.5,98,8.25,8.5,29,34.5,11.2651,3.1781,3.27,2
Guard,FIRST ROUND,0.2,74.25,185.32,78.75,98,8.25,8.5,29,34.7,11.25,3.166,3.27,2
Guard,FIRST ROUND,0.21,74.31,185.736,78.75,98.025,8.25,8.5,29,35,11.2145,3.1586,3.27,2
Guard,FIRST ROUND,0.22,74.5,185.976,78.755,98.5,8.25,8.5,29,35,11.21,3.1452,3.27,2
Guard,FIRST ROUND,0.23,74.5,186.736,78.83,98.5,8.25,8.776,29,35.28,11.2067,3.14,3.2667,2
Guard,FIRST ROUND,0.24,74.5,186.992,79,98.5,8.25,8.8,29,35.5,11.1984,3.1392,3.26,2
Guard,FIRST ROUND,0.25,74.5,187,79,98.5,8.25,8.8,29,35.5,11.17,3.1325,3.26,2
Guard,FIRST ROUND,0.26,74.65,187.248,79,98.5,8.25,8.8,29,35.5,11.16,3.13,3.26,2.24
Guard,FIRST ROUND,0.27,75,188.416,79.0875,98.675,8.25,8.8,29,35.5,11.1549,3.1291,3.2583,2.48
Guard,FIRST ROUND,0.28,75,188.648,79.25,99,8.25,8.8,29,35.5,11.1336,3.1224,3.2512,2.72
Guard,FIRST ROUND,0.29,75,189,79.25,99,8.25,8.8,29,35.5,11.13,3.12,3.25,2.96
Guard,FIRST ROUND,0.3,75,189.04,79.25,99.25,8.25,8.8,29.3,35.5,11.127,3.119,3.244,3.2
Guard,FIRST ROUND,0.31,75.1375,189.344,79.25,99.5,8.25,8.8,29.5,35.5,11.12,3.1123,3.23,3.44
Guard,FIRST ROUND,0.32,75.25,189.8,79.25,99.5,8.25,8.8,29.5,35.52,11.12,3.11,3.23,3.68
Guard,FIRST ROUND,0.33,75.25,189.864,79.25,99.5,8.25,8.8,29.5,35.88,11.1071,3.1089,3.2257,3.92
Guard,FIRST ROUND,0.34,75.25,190,79.425,99.5,8.25,8.872,29.5,36,11.0886,3.1022,3.22,4.16
Guard,FIRST ROUND,0.35,75.25,190.08,79.5,99.875,8.25,9,29.5,36,11.0815,3.1,3.22,4.4
Guard,FIRST ROUND,0.36,75.45,190.464,79.5,100,8.25,9,29.5,36,11.0688,3.1,3.22,4.64
Guard,FIRST ROUND,0.37,75.5,190.896,79.5,100,8.25,9,29.692,36,11.0492,3.1,3.22,4.88
Guard,FIRST ROUND,0.38,75.5,191.208,79.5,100,8.25,9,29.872,36,11.0208,3.0954,3.22,5.12
Guard,FIRST ROUND,0.39,75.5,191.96,79.5,100,8.39,9,30,36,11.0062,3.0874,3.2131,5.36
Guard,FIRST ROUND,0.4,75.5,192.76,79.5,100,8.5,9,30,36,11,3.074,3.21,5.6
Guard,FIRST ROUND,0.41,75.5,193,79.75,100.5,8.5,9,30,36,11,3.07,3.21,5.84
Guard,FIRST ROUND,0.42,75.5,193.68,79.75,100.5,8.5,9,30,36.12,11,3.0672,3.21,6.08
Guard,FIRST ROUND,0.43,75.5,194.144,79.7575,100.5,8.5,9,30,36.48,11,3.0538,3.2047,6.32
Guard,FIRST ROUND,0.44,75.55,194.352,79.8,100.5,8.5,9,30.34,36.5,11,3.0452,3.2,6.56
Guard,FIRST ROUND,0.45,75.75,194.56,79.85,100.5,8.5,9,30.5,36.5,11,3.0385,3.2,6.8
Guard,FIRST ROUND,0.46,75.75,194.768,80,100.5,8.5,9,30.5,36.56,11,3.0318,3.1934,7
Guard,FIRST ROUND,0.47,75.7675,195.152,80,100.5,8.5,9,30.5,36.92,11,3.03,3.19,7
Guard,FIRST ROUND,0.48,75.88,195.2,80,100.7,8.5,9,30.5,37,11,3.03,3.1884,7
Guard,FIRST ROUND,0.49,76,195.2,80,101,8.5,9,30.5,37,11,3.03,3.1742,7
Guard,FIRST ROUND,0.5,76,195.6,80.125,101,8.5,9,30.5,37,11,3.03,3.17,7
